#num-states,num-transitions,type-size,probability-indeterminate,subset,overlap,non-trivial-overlap
3,5,2,0.31814804830776605,false,:dont-know,:dont-know
3,5,2,0.32099611552212204,:dont-know,false,false
3,5,2,0.358012565012029,:dont-know,:dont-know,:dont-know
3,5,2,0.4191452760567628,:dont-know,:dont-know,:dont-know
3,5,2,0.4498723268226758,false,false,false
3,5,2,0.592818284239447,:dont-know,false,false
3,5,2,0.5983325601520818,:dont-know,:dont-know,:dont-know
3,5,3,0.061037494927481596,true,:dont-know,:dont-know
3,5,3,0.15,:dont-know,:dont-know,:dont-know
3,5,3,0.15,:dont-know,:dont-know,:dont-know
3,5,3,0.15,:dont-know,:dont-know,:dont-know
3,5,3,0.15,:dont-know,:dont-know,:dont-know
3,5,3,0.15,:dont-know,:dont-know,:dont-know
3,5,3,0.15,:dont-know,:dont-know,:dont-know
3,5,3,0.15,:dont-know,:dont-know,:dont-know
3,5,3,0.15,:dont-know,false,false
3,5,3,0.15,:dont-know,false,false
3,5,3,0.15,:dont-know,false,false
3,5,3,0.15,:dont-know,true,true
3,5,3,0.15,:dont-know,true,true
3,5,3,0.15,:dont-know,true,true
3,5,3,0.15,:dont-know,true,true
3,5,3,0.15,:dont-know,true,true
3,5,3,0.15,false,:dont-know,:dont-know
3,5,3,0.15,false,:dont-know,:dont-know
3,5,3,0.15,false,:dont-know,:dont-know
3,5,3,0.15,false,:dont-know,:dont-know
3,5,3,0.15,false,false,false
3,5,3,0.15,false,false,false
3,5,3,0.15,false,false,false
3,5,3,0.15,false,false,false
3,5,3,0.15,false,false,false
3,5,3,0.15,false,false,false
3,5,3,0.15,false,true,true
3,5,3,0.15,false,true,true
3,5,3,0.15,false,true,true
3,5,3,0.15,false,true,true
3,5,3,0.15,false,true,true
3,5,3,0.15,false,true,true
3,5,3,0.15,false,true,true
3,5,3,0.15,false,true,true
3,5,3,0.15,false,true,true
3,5,3,0.15,false,true,true
3,5,3,0.15,false,true,true
3,5,3,0.15,true,:dont-know,:dont-know
3,5,3,0.15,true,:dont-know,:dont-know
3,5,3,0.15,true,:dont-know,:dont-know
3,5,3,0.15,true,:dont-know,:dont-know
3,5,3,0.15,true,false,false
3,5,3,0.15,true,false,false
3,5,3,0.15,true,false,false
3,5,3,0.15,true,false,false
3,5,3,0.15,true,false,false
3,5,3,0.15,true,true,true
3,5,3,0.15,true,true,true
3,5,3,0.15,true,true,true
3,5,3,0.15,true,true,true
3,5,3,0.15,true,true,true
3,5,3,0.15,true,true,true
3,5,3,0.15,true,true,true
3,5,3,0.15,true,true,true
3,5,3,0.15,true,true,true
3,5,3,0.15,true,true,true
3,5,3,0.15097539903558396,false,:dont-know,:dont-know
3,5,3,0.16267569139702476,true,false,false
3,5,3,0.19802066908368166,true,:dont-know,:dont-know
3,5,3,0.20724826375827596,false,true,true
3,5,3,0.21344517807660635,true,:dont-know,:dont-know
3,5,3,0.22188774134496428,true,true,true
3,5,3,0.26799358612877844,false,true,true
3,5,3,0.2737621964684288,:dont-know,:dont-know,:dont-know
3,5,3,0.27878280900158925,true,:dont-know,:dont-know
3,5,3,0.2847185586749906,false,:dont-know,:dont-know
3,5,3,0.3118115356070941,:dont-know,false,false
3,5,3,0.31404766485638985,true,false,false
3,5,3,0.32923716066222714,:dont-know,false,false
3,5,3,0.32957534911783154,true,false,false
3,5,3,0.33553523061471974,:dont-know,:dont-know,:dont-know
3,5,3,0.34108641610491874,:dont-know,:dont-know,:dont-know
3,5,3,0.34434777960274454,true,true,true
3,5,3,0.3478002983358383,:dont-know,:dont-know,:dont-know
3,5,3,0.3545908991572304,:dont-know,true,true
3,5,3,0.3704466311734203,true,:dont-know,:dont-know
3,5,3,0.451312536333065,true,:dont-know,:dont-know
3,5,3,0.47443562272187295,:dont-know,:dont-know,:dont-know
3,5,3,0.511208867631385,:dont-know,:dont-know,:dont-know
3,5,3,0.6004878435070425,false,:dont-know,:dont-know
3,5,4,0.07603632814365875,false,true,true
3,5,4,0.09176157172220974,true,true,true
3,5,4,0.16259204577520292,true,false,false
3,5,4,0.19053299557103454,true,false,false
3,5,4,0.22272780731919586,true,:dont-know,:dont-know
3,5,4,0.24685675935214094,:dont-know,:dont-know,:dont-know
3,5,4,0.2593253023280194,:dont-know,:dont-know,:dont-know
3,5,4,0.26426052990758875,true,:dont-know,:dont-know
3,5,4,0.26603461736193684,true,true,true
3,5,4,0.28081489415118854,false,true,true
3,5,4,0.3018467714717484,:dont-know,:dont-know,:dont-know
3,5,4,0.3253007528773764,false,true,true
3,5,4,0.45439022167069054,false,false,false
3,5,4,0.5324575124806931,true,false,false
3,5,4,0.594475126694631,:dont-know,false,false
3,5,4,0.6259374060240424,:dont-know,:dont-know,:dont-know
3,6,2,0.20946817877909596,true,true,true
3,6,2,0.23241332785832158,:dont-know,:dont-know,:dont-know
3,6,2,0.2879946357175612,false,true,true
3,6,2,0.30372536804958133,true,true,true
3,6,2,0.33571052132209117,true,:dont-know,:dont-know
3,6,2,0.37243237619387637,false,:dont-know,:dont-know
3,6,2,0.3921169732298675,:dont-know,false,false
3,6,2,0.4204440874510067,:dont-know,:dont-know,:dont-know
3,6,3,0.14422294297275304,true,false,false
3,6,3,0.18597308598018722,false,true,true
3,6,3,0.20390318292099086,false,false,false
3,6,3,0.20858503328899936,:dont-know,:dont-know,:dont-know
3,6,3,0.2218031567258167,true,false,false
3,6,3,0.22539292821201193,false,false,false
3,6,3,0.24524968159406488,true,:dont-know,:dont-know
3,6,3,0.258827606674269,:dont-know,:dont-know,:dont-know
3,6,3,0.3158796819307237,true,:dont-know,:dont-know
3,6,3,0.3893359796702455,false,false,false
3,6,3,0.4058770263828578,true,false,false
3,6,3,0.46248958172161725,:dont-know,:dont-know,:dont-know
3,6,3,0.47310963155513175,true,:dont-know,:dont-know
3,6,3,0.4852069444258875,:dont-know,:dont-know,:dont-know
3,6,4,0.12207957801781244,false,true,true
3,6,4,0.2211883949301051,false,true,true
3,6,4,0.22259698720007,false,false,false
3,6,4,0.28101006328136463,:dont-know,false,false
3,6,4,0.28508054831263563,:dont-know,:dont-know,:dont-know
3,6,4,0.3835946088041342,:dont-know,true,true
3,6,4,0.5526324424880261,true,:dont-know,:dont-know
3,7,2,0.29952049005155357,:dont-know,:dont-know,:dont-know
3,7,2,0.3058968145499072,false,true,true
3,7,2,0.43387782219736115,false,false,false
3,7,2,0.45581300444366396,false,:dont-know,:dont-know
3,7,2,0.494938372548075,true,:dont-know,:dont-know
3,7,3,0.33467015032999603,true,true,true
3,7,3,0.4014081438316161,:dont-know,false,false
3,7,3,0.4883320964258699,:dont-know,:dont-know,:dont-know
3,7,4,0.2024676637890186,:dont-know,true,true
3,7,4,0.21369446107606727,false,true,true
3,7,4,0.2926639125803626,false,true,true
3,7,4,0.33728052468555,:dont-know,true,true
3,7,4,0.397917297561386,:dont-know,true,true
3,7,4,0.5264081284810302,:dont-know,:dont-know,:dont-know
4,10,2,0.3187383731670232,false,false,false
4,10,2,0.5280844237652667,true,:dont-know,:dont-know
4,10,3,0.3075498810472424,:dont-know,false,false
4,10,4,0.28856093216871087,:dont-know,:dont-know,:dont-know
4,10,4,0.33445665914246625,false,true,true
4,4,2,0.41408526867187595,true,false,false
4,4,2,0.45605539114474536,true,:dont-know,:dont-know
4,4,2,0.46533182744199486,true,false,false
4,4,3,0.12710976897278056,true,false,false
4,4,3,0.5674210069144915,true,:dont-know,:dont-know
4,4,4,0.23427248427034772,true,false,false
4,4,4,0.5020752047919054,true,:dont-know,:dont-know
4,5,2,0.27132097933764243,true,true,true
4,5,2,0.2895930258993005,true,false,false
4,5,2,0.318610881908832,:dont-know,true,true
4,5,2,0.3383691480492191,true,false,false
4,5,2,0.37064091759883255,:dont-know,:dont-know,:dont-know
4,5,2,0.38631522909213406,:dont-know,false,false
4,5,2,0.39804913559098276,true,false,false
4,5,2,0.43418455060724465,true,:dont-know,:dont-know
4,5,2,0.6387920739555709,:dont-know,false,false
4,5,3,0.07916897033341781,true,true,true
4,5,3,0.3144758105929392,:dont-know,:dont-know,:dont-know
4,5,3,0.3314664076118817,true,false,false
4,5,3,0.42690302288901805,:dont-know,:dont-know,:dont-know
4,5,3,0.45058608172193954,:dont-know,:dont-know,:dont-know
4,5,4,0.40090910337103686,true,:dont-know,:dont-know
4,5,4,0.5587078199718091,:dont-know,:dont-know,:dont-know
4,5,4,0.5798355128655143,:dont-know,:dont-know,:dont-know
4,5,4,0.6201852835054906,true,:dont-know,:dont-know
4,6,2,0.2495638565328033,:dont-know,:dont-know,:dont-know
4,6,2,0.34081002298184027,true,false,false
4,6,2,0.3793865004853536,true,false,false
4,6,2,0.4123109309467405,:dont-know,:dont-know,:dont-know
4,6,2,0.4844084928878119,false,false,false
4,6,2,0.5454311363322918,:dont-know,:dont-know,:dont-know
4,6,2,0.6369629350777891,true,:dont-know,:dont-know
4,6,3,0.08469981113921006,true,false,false
4,6,3,0.18478089428348646,true,false,false
4,6,3,0.3209920419328086,false,false,false
4,6,3,0.36858964332904626,true,false,false
4,6,3,0.4722451978072529,:dont-know,:dont-know,:dont-know
4,6,4,0.29939872555601926,true,false,false
4,6,4,0.31587686754241046,true,:dont-know,:dont-know
4,6,4,0.34292049364070154,:dont-know,:dont-know,:dont-know
4,6,4,0.4174921133295067,:dont-know,:dont-know,:dont-know
4,6,4,0.6098494971240961,true,false,false
4,6,4,0.624019122852679,:dont-know,:dont-know,:dont-know
4,7,2,0.1666193164928821,:dont-know,:dont-know,:dont-know
4,7,2,0.17494223034211545,true,true,true
4,7,2,0.27479960119778973,true,:dont-know,:dont-know
4,7,2,0.29820387927471637,:dont-know,:dont-know,:dont-know
4,7,2,0.30334371008162614,true,false,false
4,7,2,0.3293111333817676,:dont-know,false,false
4,7,2,0.35845750954411315,:dont-know,false,false
4,7,2,0.5417770900622806,:dont-know,false,false
4,7,2,0.5690159851557597,:dont-know,:dont-know,:dont-know
4,7,2,0.5814280050074664,true,:dont-know,:dont-know
4,7,3,0.06878313090134351,true,false,false
4,7,3,0.1703021832506946,:dont-know,:dont-know,:dont-know
4,7,3,0.1807407052606523,false,true,true
4,7,3,0.2045588406004314,:dont-know,false,false
4,7,3,0.25950840413531784,false,true,true
4,7,3,0.2618245917103096,:dont-know,:dont-know,:dont-know
4,7,3,0.29999773886170567,:dont-know,:dont-know,:dont-know
4,7,3,0.3541212605951826,true,false,false
4,7,3,0.41927541567350096,:dont-know,:dont-know,:dont-know
4,7,3,0.6229494175357878,false,:dont-know,:dont-know
4,7,4,0.19601991420679335,:dont-know,:dont-know,:dont-know
4,7,4,0.25149155234660153,:dont-know,:dont-know,:dont-know
4,7,4,0.27520938461197997,:dont-know,false,false
4,7,4,0.3175080985099728,true,false,false
4,7,4,0.5708594321324213,true,:dont-know,:dont-know
4,7,4,0.5879334011357268,:dont-know,false,false
4,7,4,0.6060410600936715,:dont-know,false,false
4,8,2,0.06151255601572225,:dont-know,true,true
4,8,2,0.24078470270964747,true,false,false
4,8,2,0.2614709774610466,:dont-know,false,false
4,8,2,0.33076816114903396,:dont-know,:dont-know,:dont-know
4,8,2,0.583648949319567,:dont-know,:dont-know,:dont-know
4,8,3,0.1163319910902989,false,false,false
4,8,3,0.1255779953822851,:dont-know,:dont-know,:dont-know
4,8,3,0.15,:dont-know,:dont-know,:dont-know
4,8,3,0.15,:dont-know,:dont-know,:dont-know
4,8,3,0.15,:dont-know,:dont-know,:dont-know
4,8,3,0.15,:dont-know,:dont-know,:dont-know
4,8,3,0.15,:dont-know,:dont-know,:dont-know
4,8,3,0.15,:dont-know,:dont-know,:dont-know
4,8,3,0.15,:dont-know,:dont-know,:dont-know
4,8,3,0.15,:dont-know,:dont-know,:dont-know
4,8,3,0.15,:dont-know,:dont-know,:dont-know
4,8,3,0.15,:dont-know,:dont-know,:dont-know
4,8,3,0.15,:dont-know,:dont-know,:dont-know
4,8,3,0.15,:dont-know,false,false
4,8,3,0.15,:dont-know,false,false
4,8,3,0.15,:dont-know,false,false
4,8,3,0.15,:dont-know,false,false
4,8,3,0.15,:dont-know,false,false
4,8,3,0.15,:dont-know,true,true
4,8,3,0.15,:dont-know,true,true
4,8,3,0.15,:dont-know,true,true
4,8,3,0.15,false,:dont-know,:dont-know
4,8,3,0.15,false,:dont-know,:dont-know
4,8,3,0.15,false,:dont-know,:dont-know
4,8,3,0.15,false,:dont-know,:dont-know
4,8,3,0.15,false,:dont-know,:dont-know
4,8,3,0.15,false,:dont-know,:dont-know
4,8,3,0.15,false,:dont-know,:dont-know
4,8,3,0.15,false,false,false
4,8,3,0.15,false,false,false
4,8,3,0.15,false,false,false
4,8,3,0.15,false,false,false
4,8,3,0.15,false,false,false
4,8,3,0.15,false,false,false
4,8,3,0.15,false,false,false
4,8,3,0.15,false,false,false
4,8,3,0.15,false,false,false
4,8,3,0.15,false,true,true
4,8,3,0.15,false,true,true
4,8,3,0.15,false,true,true
4,8,3,0.15,false,true,true
4,8,3,0.15,false,true,true
4,8,3,0.15,false,true,true
4,8,3,0.15,false,true,true
4,8,3,0.15,false,true,true
4,8,3,0.15,false,true,true
4,8,3,0.15,false,true,true
4,8,3,0.15,false,true,true
4,8,3,0.15,false,true,true
4,8,3,0.18087957114125405,false,false,false
4,8,3,0.25482992193280307,:dont-know,false,false
4,8,3,0.27810992094551784,:dont-know,false,false
4,8,3,0.314428835570103,true,:dont-know,:dont-know
4,8,3,0.3333836281701521,:dont-know,false,false
4,8,3,0.4043337153543483,:dont-know,:dont-know,:dont-know
4,8,3,0.4123583341153849,:dont-know,:dont-know,:dont-know
4,8,3,0.42850326777050424,:dont-know,false,false
4,8,3,0.5605800356889428,:dont-know,:dont-know,:dont-know
4,8,3,0.5702369851708461,:dont-know,false,false
4,8,4,0.04175449522595228,false,true,true
4,8,4,0.1869550317473758,true,true,true
4,8,4,0.2457733130417441,:dont-know,:dont-know,:dont-know
4,8,4,0.25712231418660214,true,:dont-know,:dont-know
4,8,4,0.2881973192875041,false,true,true
