# requested-depth, actual-depth, actual-leaf-count, max-balance, mean-balance, sigma-balance, minimized-depth, minimized-leaf-count, actual-state-count, minimized-state-count, minimized-rte
4, 10, 24, 9, 1.84, 2.3440136518373778, 1, 2, 3, 3, :other
4, 10, 24, 9, 2.0370371, 2.426420645060622, 6, 8, 4, 4, :other
4, 10, 25, 6, 1.3333334, 1.7575235101952091, 4, 14, 4, 4, :other
4, 10, 25, 6, 1.3666667, 1.7413277182145301, 2, 3, 4, 4, :other
4, 10, 25, 6, 1.3793104, 1.8082911175347443, 5, 10, 6, 6, :other
4, 10, 25, 6, 1.4285715, 1.6993396076243312, 0, 1, 3, 3, :other
4, 10, 25, 6, 1.451613, 1.8637234613747469, 0, 1, 2, 2, :empty-set
4, 10, 25, 6, 1.5714285, 1.7202277969703281, 0, 1, 2, 2, :empty-set
4, 10, 25, 6, 1.6071428, 1.7594497052505145, 0, 1, 2, 2, :empty-set
4, 10, 25, 6, 1.6923077, 1.8763555257923799, 0, 1, 2, 2, :empty-set
4, 10, 25, 6, 1.75, 1.7243011006533302, 5, 27, 7, 7, :other
4, 10, 25, 6, 1.7692307, 1.9076302719441915, 0, 1, 2, 2, :empty-set
4, 10, 25, 6, 1.8461539, 1.8541493527990691, 0, 1, 2, 2, :empty-set
4, 10, 25, 7, 1.3548387, 1.823650841948719, 0, 1, 2, 2, :empty-set
4, 10, 25, 7, 1.3666667, 1.8345450541089352, 0, 1, 2, 2, :empty-set
4, 10, 25, 7, 1.5, 2.0615528128088303, 18, 401, 16, 17, :other
4, 10, 25, 7, 1.5172414, 1.8868088303868211, 0, 1, 2, 2, :empty-set
4, 10, 25, 7, 1.5185186, 2.1321241429072972, 0, 1, 2, 2, :empty-set
4, 10, 25, 7, 1.5666667, 1.6468825769380833, 0, 1, 2, 2, :empty-set
4, 10, 25, 7, 1.5666667, 1.8381754238616317, 1, 2, 3, 3, :other
4, 10, 25, 7, 1.5714285, 1.8979043222266319, 0, 1, 2, 2, :empty-set
4, 10, 25, 7, 1.5925926, 2.041409448817877, 0, 1, 2, 2, :empty-set
4, 10, 25, 7, 1.6, 1.9252705437591535, 2, 3, 4, 4, :other
4, 10, 25, 7, 1.6666666, 1.8257418583505536, 0, 1, 2, 2, :empty-set
4, 10, 25, 7, 1.7241379, 2.1955527420319454, 10, 243, 19, 19, :other
4, 10, 25, 7, 1.7419355, 2.031489870172102, 0, 1, 5, 2, :empty-set
4, 10, 25, 7, 1.7777778, 1.74977952755818, 0, 1, 2, 2, :empty-set
4, 10, 25, 7, 1.8275862, 1.9664244730183795, 0, 1, 2, 2, :empty-set
4, 10, 25, 7, 1.8928572, 2.058766720190334, 2, 3, 4, 4, :other
4, 10, 25, 8, 1.3548387, 1.8930839678866078, 0, 1, 3, 3, :other
4, 10, 25, 8, 1.3870968, 1.9456721096774479, 0, 1, 2, 2, :empty-set
4, 10, 25, 8, 1.4, 1.8726095873584185, 0, 1, 2, 2, :empty-set
4, 10, 25, 8, 1.4482758, 2.126778475187486, 0, 1, 2, 2, :empty-set
4, 10, 25, 8, 1.4827586, 2.027750403860573, 0, 1, 2, 2, :empty-set
4, 10, 25, 8, 1.5185186, 1.8533327412143412, 0, 1, 2, 2, :empty-set
4, 10, 25, 8, 1.5517242, 2.0441034945212317, 0, 1, 2, 2, :empty-set
4, 10, 25, 8, 1.5806452, 2.181656570182054, 0, 1, 2, 2, :empty-set
4, 10, 25, 8, 1.6206896, 1.9371823317500882, 0, 1, 2, 2, :empty-set
4, 10, 25, 8, 1.6206896, 1.989867316724622, 9, 39, 11, 12, :other
4, 10, 25, 8, 1.6666666, 2.0, 1, 3, 3, 3, :other
4, 10, 25, 8, 1.7037038, 2.191140660407265, 0, 1, 2, 2, :empty-set
4, 10, 25, 8, 1.8571428, 1.976907500442578, 0, 1, 2, 2, :empty-set
4, 10, 25, 8, 2.2083333, 2.309025167082902, 0, 1, 2, 2, :empty-set
4, 10, 25, 9, 1.5333333, 1.9618585292749549, 0, 1, 2, 2, :empty-set
4, 10, 25, 9, 1.5517242, 2.0100816057640927, 0, 1, 2, 2, :empty-set
4, 10, 25, 9, 1.6551725, 2.055704629074328, 4, 13, 7, 7, :other
4, 10, 25, 9, 1.7692307, 2.043896962397911, 3, 8, 4, 4, :other
4, 10, 25, 9, 1.8965517, 2.3974818338991306, 2, 11, 5, 5, :other
4, 10, 26, 5, 1.4666667, 1.54344492037203, 0, 1, 2, 2, :empty-set
4, 10, 26, 5, 1.5806452, 1.7556212676371328, 0, 1, 2, 2, :empty-set
4, 10, 26, 5, 1.5862069, 1.6085384537504277, 0, 1, 2, 2, :empty-set
4, 10, 26, 6, 1.2580645, 1.6649661807179277, 0, 1, 4, 2, :empty-set
4, 10, 26, 6, 1.6206896, 1.648694219018196, 5, 27, 5, 5, :other
4, 10, 26, 6, 1.6333333, 1.7220788470785988, 2, 9, 3, 3, :other
4, 10, 26, 6, 1.6551725, 1.8434574351205049, 0, 1, 2, 2, :empty-set
4, 10, 26, 6, 1.6896552, 1.7440232574347299, 2, 3, 4, 4, :other
4, 10, 26, 6, 1.7931035, 1.6893032708849505, 0, 1, 2, 2, :empty-set
4, 10, 26, 6, 1.9333333, 1.8061622912192088, 0, 1, 2, 2, :empty-set
4, 10, 26, 6, 1.9333333, 1.8607047649270483, 2, 14, 4, 4, :other
4, 10, 26, 7, 1.3548387, 1.858691650437153, 16, 3904, 10, 17, :other
4, 10, 26, 7, 1.3571428, 1.9126325484279834, 0, 1, 2, 2, :empty-set
4, 10, 26, 7, 1.4137931, 1.9567256495325664, 0, 1, 2, 2, :empty-set
