71,36,10,27,10,27,2,12,15
71,36,2,2,1,2,5,12,16
71,37,14,26,11,26,3,12,38
73,38,8,24,7,24,2,11,33
74,40,3,4,3,4,1,12,6
75,39,3,4,3,4,2,13,41
77,40,2,2,1,2,3,14,3
77,40,9,25,5,25,3,17,51
79,40,3,3,2,3,4,14,4
79,40,3,4,3,4,4,12,19
79,43,3,4,3,4,3,11,5
79,43,8,21,7,21,4,10,95
80,44,2,2,1,2,2,12,15
81,44,3,4,3,4,3,11,9
82,44,13,33,4,33,3,14,10
82,45,2,2,1,2,3,17,2
82,45,3,3,2,3,2,13,12
83,43,4,9,4,9,4,11,6
83,45,7,14,3,14,3,13,18
84,47,5,6,5,6,4,10,5
84,47,6,11,6,11,2,12,83
84,48,9,16,9,16,3,11,111
85,44,2,2,2,2,3,9,0
85,47,2,2,2,2,3,10,1
86,47,2,2,1,2,3,12,1
86,48,33,193,4,193,5,14,75
86,48,4,7,4,7,3,10,58
87,48,2,2,1,2,4,9,3
89,45,3,4,3,4,4,12,6
89,47,3,4,3,4,4,13,25
91,47,3,4,3,4,3,10,7
91,50,2,2,1,2,3,13,0
92,49,2,2,1,2,3,12,10
92,52,2,2,1,2,4,10,3
92,52,3,3,2,3,4,13,47
92,53,3,3,3,3,2,13,54
92,53,6,18,2,18,4,12,21
93,49,2,2,2,2,4,13,13
93,49,4,7,4,7,2,12,68
93,51,21,72,20,72,3,11,163
93,51,6,12,6,12,2,13,26
93,52,3,4,3,4,2,12,6
93,52,5,9,5,9,5,17,117
94,53,4,6,4,6,3,11,26
94,54,4,5,4,5,2,10,157
95,52,3,4,3,4,3,11,3
95,52,4,6,4,6,3,12,2
96,52,2,2,1,2,3,12,1
96,53,3,4,3,4,2,12,5
97,49,4,6,4,6,4,13,9
97,52,6,10,6,10,4,16,18
97,57,3,4,3,4,2,10,3
97,58,3,4,3,4,3,10,10
98,52,12,30,9,30,2,16,69
98,52,2,2,1,2,3,12,1
98,57,3,4,3,4,3,12,41
98,57,5,7,4,7,4,11,21
98,57,5,8,5,8,3,9,50
99,52,8,17,6,17,3,11,193
99,55,2,2,1,2,3,12,0
99,56,2,2,2,2,4,12,0
99,58,2,2,1,2,3,12,1
100,55,2,2,1,2,3,11,3
100,57,2,2,1,2,3,16,4
101,55,3,4,3,4,2,17,1
101,56,3,4,3,4,3,14,109
101,56,6,12,6,12,3,16,137
102,55,4,7,4,7,3,12,66
102,56,4,5,4,5,3,14,64
102,57,7,13,7,13,2,12,25
102,58,2,2,1,2,2,13,5
102,58,3,3,2,3,2,15,44
103,56,14,23,9,23,2,13,176
103,56,3,4,3,4,3,12,58
103,58,3,4,3,4,2,14,22
104,60,3,3,3,3,3,14,1
104,61,11,22,7,22,3,16,125
105,56,4,6,4,6,3,12,4
105,63,13,29,13,29,3,10,185
107,59,2,2,1,2,3,10,3
107,59,8,12,8,12,4,13,13
107,64,2,2,1,2,4,12,0
108,60,4,5,4,5,3,10,89
108,61,10,18,9,18,3,12,56
108,63,2,2,2,2,3,12,2
108,64,2,2,2,2,3,22,1
108,64,3,4,3,4,4,14,159
109,55,3,3,2,3,4,17,12
109,58,11,29,9,29,4,12,107
109,58,2,2,1,2,3,13,1
109,59,26,81,20,81,2,11,288
109,64,4,6,4,6,2,11,25
110,58,2,3,2,3,5,18,51
110,59,5,8,5,8,4,13,27
110,60,10,24,10,24,6,15,132
111,58,2,2,2,2,4,14,0
111,58,3,4,3,4,2,14,1
111,59,2,2,1,2,4,12,2
111,61,2,2,2,2,6,14,4
111,63,5,8,5,8,3,15,45
112,62,13,34,10,34,2,14,333
112,63,10,22,8,22,4,13,195
112,63,3,4,3,4,3,14,11
112,64,10,20,8,20,3,14,287
112,66,2,2,1,2,3,12,5
112,67,2,2,1,2,3,12,1
112,68,4,6,4,6,3,17,6
112,68,7,18,5,18,3,12,70
113,64,3,3,3,3,4,11,125
113,66,2,2,1,2,5,17,1
113,66,3,4,3,4,2,14,1
113,69,4,7,4,7,3,14,57
114,61,6,10,6,10,4,12,17
114,62,2,2,1,2,3,11,4
114,62,5,6,3,6,3,13,66
114,63,4,4,4,4,2,12,56
114,64,14,38,12,38,4,13,202
114,64,14,55,14,55,3,14,94
114,66,8,14,8,14,4,12,57
114,67,8,17,7,17,2,11,195
114,69,3,4,3,4,2,15,84
115,59,10,27,10,27,5,14,68
115,63,4,6,4,6,3,13,83
115,64,3,4,3,4,3,15,4
115,66,4,6,4,6,4,11,12
116,63,2,2,1,2,3,13,8
116,64,4,5,4,5,2,14,29
116,65,2,2,1,2,3,16,11
116,67,3,4,3,4,2,11,41
116,68,2,2,1,2,2,12,0
116,69,12,65,12,65,3,12,372
117,60,18,66,7,66,3,14,66
117,63,5,7,5,7,4,13,10
117,66,2,3,2,3,3,15,7
118,64,2,2,1,2,5,12,0
118,65,3,4,3,4,2,15,22
118,66,5,7,4,7,3,15,100
118,67,2,2,1,2,4,14,4
118,67,3,4,3,4,3,21,62
118,69,2,2,1,2,3,12,1
119,63,3,4,3,4,3,17,5
119,66,2,2,2,2,4,16,0
119,66,3,4,3,4,2,14,60
119,66,3,4,3,4,3,13,59
119,67,2,2,2,2,2,18,17
119,68,3,4,3,4,2,17,172
119,69,2,3,2,3,3,15,4
119,70,2,2,1,2,3,13,0
119,70,2,2,1,2,3,14,0
119,71,2,3,2,3,4,13,52
119,71,8,15,8,15,3,14,129
120,64,3,4,3,4,3,14,30
120,66,2,2,1,2,2,16,1
120,66,2,2,1,2,3,12,2
120,67,5,8,5,8,3,11,34
120,67,6,14,6,14,3,13,69
120,72,3,4,3,4,2,13,61
121,65,6,9,6,9,2,17,17
121,66,3,4,3,4,3,14,46
121,68,2,2,1,2,4,11,2
121,68,5,8,5,8,3,11,218
121,71,8,15,8,15,3,14,46
121,72,4,6,4,6,3,13,2
121,73,2,2,1,2,2,16,0
122,64,5,8,5,8,3,14,3
122,68,4,5,3,5,3,13,108
122,69,5,7,4,7,3,15,35
122,70,2,2,1,2,3,16,2
122,71,5,7,4,7,3,15,119
123,62,4,7,4,7,4,15,94
123,63,2,2,2,2,4,13,1
123,63,3,4,3,4,3,16,19
123,64,2,2,1,2,3,14,1
123,64,3,4,3,4,2,15,1
123,65,2,2,1,2,4,12,13
123,65,4,5,3,5,3,13,26
123,66,3,3,3,3,2,17,4
123,68,15,43,11,43,3,12,478
123,68,7,13,6,13,3,14,839
123,69,2,2,1,2,3,12,12
123,72,2,2,1,2,3,16,22
123,75,2,2,1,2,5,16,2
124,67,125,1105,26,1105,4,21,6405
125,64,4,5,4,5,4,19,2
