#num-states,num-transitions,type-size,probability-indeterminate,min-dfa-state-count,min-dfa-transitions-count,count-indeterminate-transitions,inhabited-dfa-language
18,22,4,0.290969383754626,18,20,9,:indeterminate
18,22,4,0.452012625785622,18,21,8,:indeterminate
18,23,2,0.20549527769680717,18,22,5,:indeterminate
18,23,3,0.23891114161531044,18,19,6,:indeterminate
18,23,3,0.4055090198811231,18,20,7,:indeterminate
18,25,2,0.2672666207227884,18,21,4,:indeterminate
18,25,3,0.12440892122524605,18,21,1,:satisfiable
18,25,4,0.33152851599189553,18,22,9,:indeterminate
18,26,3,0.3303258355173626,18,22,8,:indeterminate
18,26,3,0.5831256718229617,18,23,12,:indeterminate
18,26,4,0.30320778582115787,18,23,6,:indeterminate
18,27,2,0.19892875687242104,18,20,2,:indeterminate
18,27,3,0.1929945257500024,18,25,6,:indeterminate
18,28,2,0.23586537690293255,18,24,5,:indeterminate
18,29,4,0.26037580711834046,18,24,7,:indeterminate
18,29,4,0.44307080927120523,18,24,12,:indeterminate
18,31,3,0.1691470466670407,18,26,9,:satisfiable
18,31,3,0.25946421755572446,18,24,6,:indeterminate
18,31,4,0.2644179156650471,18,25,4,:indeterminate
18,31,4,0.279960058018079,18,27,6,:satisfiable
18,32,2,0.12090522057203919,18,27,7,:indeterminate
18,32,2,0.21355705474219067,18,26,5,:indeterminate
18,32,2,0.5655342457096563,18,28,16,:indeterminate
18,32,4,0.14579691688950158,18,26,5,:indeterminate
18,32,4,0.46168852460216964,18,29,21,:indeterminate
18,33,3,0.3858328368283314,18,28,7,:satisfiable
18,33,4,0.27399083982373923,18,24,5,:indeterminate
18,34,4,0.33845129748182684,18,30,15,:indeterminate
18,34,4,0.3419977546477826,18,29,17,:indeterminate
18,35,2,0.2847089502335087,18,27,10,:indeterminate
18,36,3,0.3106530243987082,18,31,11,:satisfiable
18,36,3,0.356456028911544,18,26,10,:indeterminate
18,36,3,0.42204649844853837,18,27,11,:indeterminate
18,36,4,0.4039350954461512,18,31,11,:indeterminate
18,36,4,0.4608146829442152,18,26,11,:indeterminate
18,36,4,0.5905942627234607,18,28,21,:indeterminate
18,37,2,0.30859550126654883,18,27,10,:indeterminate
18,37,3,0.5169233836332611,18,23,13,:indeterminate
18,37,3,0.6272343560218704,18,32,22,:indeterminate
18,38,2,0.5131855275557483,18,32,22,:indeterminate
18,38,3,0.32070795730192875,18,31,13,:satisfiable
18,38,3,0.4792934101454729,18,28,16,:indeterminate
18,38,4,0.07375185439170662,18,28,1,:satisfiable
18,39,2,0.34277517374269006,18,33,15,:indeterminate
18,39,2,0.36221021764566613,18,29,7,:satisfiable
18,39,3,0.270534997340861,18,31,7,:satisfiable
18,39,4,0.5725087159651344,18,31,20,:indeterminate
18,40,2,0.35050514966448465,18,30,10,:indeterminate
18,40,3,0.2641460411654642,18,27,8,:indeterminate
18,40,4,0.4801712154250339,18,26,13,:indeterminate
18,41,2,0.062401126515781856,18,31,2,:satisfiable
18,41,2,0.41958510495477935,18,30,10,:indeterminate
18,42,2,0.175111953964474,18,34,7,:indeterminate
18,42,4,0.18820253173246246,18,30,7,:satisfiable
18,42,4,0.4446822496434775,18,30,15,:indeterminate
18,42,4,0.48636552008887773,18,33,15,:satisfiable
18,43,2,0.10476921728041973,18,34,3,:satisfiable
18,43,2,0.22393969795668736,18,31,7,:indeterminate
18,43,2,0.5419715634903616,18,34,23,:indeterminate
18,44,2,0.3885350059396499,18,35,18,:satisfiable
18,45,2,0.32953469738808555,18,31,8,:satisfiable
18,46,3,0.2158170396779537,18,38,22,:indeterminate
18,47,3,0.33703264480541123,18,29,9,:satisfiable
18,47,4,0.25018096491571423,18,29,7,:indeterminate
18,47,4,0.49133025241013123,18,29,14,:indeterminate
18,48,4,0.31763409717317853,18,38,18,:indeterminate
19,20,2,0.13405713097837246,19,18,2,:indeterminate
19,22,3,0.3083843669774714,19,20,6,:indeterminate
19,24,3,0.45851675882371784,19,23,9,:indeterminate
19,24,4,0.5174462528882787,19,22,12,:indeterminate
19,25,3,0.486668052148486,19,23,11,:indeterminate
19,25,4,0.3959536306706246,19,21,7,:indeterminate
19,28,3,0.25698517012601835,19,23,6,:indeterminate
19,28,3,0.35417144163097153,19,26,11,:indeterminate
19,28,4,0.4865762972900261,19,25,11,:indeterminate
19,29,2,0.34059624733936616,19,26,11,:indeterminate
19,30,2,0.5152007310293726,19,26,15,:indeterminate
19,30,3,0.3121548794185748,19,26,12,:indeterminate
19,30,4,0.19332662930848907,19,28,8,:indeterminate
19,30,4,0.5612599403028546,19,25,12,:indeterminate
19,31,2,0.28996235134505244,19,27,12,:indeterminate
19,31,3,0.193593994608755,19,27,5,:satisfiable
19,31,4,0.2477535794959815,19,25,8,:indeterminate
19,32,3,0.21317038666502255,19,27,10,:indeterminate
19,32,4,0.3216095149425365,19,29,10,:indeterminate
19,33,2,0.19317165410126946,19,28,7,:indeterminate
19,33,2,0.5631741710744395,19,25,11,:indeterminate
19,33,4,0.35542291791134867,19,30,10,:indeterminate
19,34,2,0.3188787507823639,19,27,11,:indeterminate
19,34,2,0.42123704781502713,19,27,10,:indeterminate
19,34,4,0.2160787890907311,19,30,8,:indeterminate
19,35,3,0.2285784414979453,19,27,5,:indeterminate
19,35,4,0.41312036211629266,19,29,15,:indeterminate
19,35,4,0.4139493498572455,19,30,18,:indeterminate
19,36,2,0.0592496005985785,19,31,3,:indeterminate
19,36,2,0.33927495363927784,19,28,8,:satisfiable
19,36,2,0.4058644857496707,19,30,12,:indeterminate
19,36,3,0.1538469943180557,19,29,3,:satisfiable
19,36,4,0.26612697563155135,19,27,12,:indeterminate
19,36,4,0.39441646655188317,19,29,9,:indeterminate
19,37,2,0.21396196229835004,19,31,5,:indeterminate
19,37,2,0.42112407996152285,19,28,16,:indeterminate
19,37,3,0.1619354741300714,19,28,5,:indeterminate
19,37,3,0.1986011338928528,19,29,7,:indeterminate
19,37,3,0.4166044273732416,19,30,17,:indeterminate
19,37,4,0.4388024890435483,19,33,18,:indeterminate
19,38,3,0.30995691606014797,19,31,16,:indeterminate
19,38,4,0.36756240479930574,19,34,9,:indeterminate
19,38,4,0.43002917537164986,19,30,17,:indeterminate
19,39,2,0.3512998466734285,19,30,14,:indeterminate
19,39,2,0.4344835359126212,19,33,15,:indeterminate
19,39,3,0.33940158281210503,19,29,15,:indeterminate
19,39,3,0.4117249711058941,19,34,17,:indeterminate
19,39,3,0.6107382187473983,19,34,26,:indeterminate
19,39,4,0.2763982950919739,19,32,17,:indeterminate
19,40,2,0.3530330588562085,19,31,14,:indeterminate
19,40,4,0.29631663735593067,19,32,8,:indeterminate
19,41,2,0.15747746666660453,19,28,0,:satisfiable
19,41,3,0.3260506379477805,19,32,17,:indeterminate
19,42,2,0.4687831754926782,19,33,16,:indeterminate
19,42,3,0.2621195007124606,19,35,11,:indeterminate
19,42,4,0.16359096080291402,19,28,7,:indeterminate
19,42,4,0.19558305277304344,19,29,6,:satisfiable
19,43,3,0.3408348082657498,19,35,16,:indeterminate
19,44,3,0.4232153165635071,19,35,14,:indeterminate
19,44,3,0.4718927141831586,19,36,17,:satisfiable
19,44,4,0.1949460086061365,19,33,6,:satisfiable
19,45,2,0.09505862445090185,19,34,7,:satisfiable
19,45,2,0.2960001824868029,19,39,17,:indeterminate
19,47,4,0.5439962721374422,19,31,17,:indeterminate
19,48,2,0.10558624931255607,19,38,3,:satisfiable
19,49,2,0.13099604637852877,19,37,6,:satisfiable
19,49,4,0.4014011280951701,19,37,22,:indeterminate
19,49,4,0.4363310512080492,19,39,27,:indeterminate
19,50,3,0.4474960134193145,19,32,13,:indeterminate
19,51,4,0.35218164035250227,19,35,17,:indeterminate
19,52,2,0.2775917975609204,19,36,12,:indeterminate
2,2,2,0.20880795712748237,2,1,0,:satisfiable
2,2,2,0.562179602349417,2,1,1,:indeterminate
2,3,2,0.14681780594863506,2,1,0,:satisfiable
2,3,2,0.3143237072254718,2,2,0,:satisfiable
2,3,2,0.5226077130984682,2,2,2,:indeterminate
2,3,3,0.2123880727898099,2,2,0,:satisfiable
2,3,3,0.28428611201997717,2,2,1,:satisfiable
2,3,3,0.4041503928988999,2,2,1,:indeterminate
2,3,3,0.4238796735511075,2,2,0,:satisfiable
2,3,3,0.5052864738813705,2,2,1,:indeterminate
2,3,4,0.1053214961392116,2,2,1,:satisfiable
2,3,4,0.33188696355048475,2,2,0,:satisfiable
2,3,4,0.4030012893450398,2,2,2,:indeterminate
2,3,4,0.44642702644906773,2,2,1,:indeterminate
2,4,2,0.2551753295891183,2,2,0,:satisfiable
2,4,3,0.5421925648953354,2,2,0,:satisfiable
2,4,4,0.3355108618858161,2,2,0,:satisfiable
2,4,4,0.5056805346448603,2,2,0,:satisfiable
20,20,3,0.2956390131015104,20,19,4,:indeterminate
20,25,2,0.13687526583354734,20,24,3,:indeterminate
20,25,2,0.21480796489116294,20,23,6,:indeterminate
20,25,2,0.3315737903344625,20,22,6,:indeterminate
20,27,2,0.2108136092173498,20,24,3,:indeterminate
20,27,3,0.5363804264549642,20,25,14,:indeterminate
20,27,4,0.5017102137079773,20,25,13,:indeterminate
20,28,3,0.2794734711149656,20,24,9,:indeterminate
20,28,4,0.22186971952642032,20,21,5,:indeterminate
20,30,2,0.2320743500502357,20,26,6,:indeterminate
20,30,3,0.2554124739122411,20,26,7,:indeterminate
20,30,3,0.30398242261063907,20,23,9,:indeterminate
20,31,3,0.3258568308032069,20,28,7,:indeterminate
20,32,2,0.330251333962072,20,27,6,:indeterminate
20,32,3,0.2717363616031689,20,28,12,:indeterminate
20,33,2,0.37781532401983126,20,29,10,:indeterminate
20,33,3,0.41662512985813144,20,30,14,:indeterminate
20,33,3,0.46655538838531946,20,29,15,:indeterminate
20,34,2,0.1726858575281025,20,29,8,:indeterminate
20,35,2,0.41609866828672676,20,29,17,:indeterminate
20,35,4,0.47311937799443377,20,31,13,:indeterminate
20,36,2,0.31881179568212353,20,29,11,:satisfiable
20,36,4,0.3621716427412385,20,27,14,:indeterminate
20,36,4,0.5876189556324082,20,28,18,:indeterminate
20,37,2,0.30396497975205383,20,31,11,:indeterminate
20,37,2,0.3206420741302644,20,30,14,:indeterminate
20,37,3,0.2141496158388164,20,30,11,:indeterminate
20,37,3,0.3589641612439039,20,28,11,:indeterminate
20,37,3,0.5632518617983815,20,32,21,:indeterminate
20,38,3,0.5506975711613554,20,33,17,:indeterminate
20,38,3,0.6016231602735441,20,26,12,:indeterminate
20,38,4,0.3125965319741308,20,31,10,:indeterminate
20,39,2,0.2861015792470442,20,32,7,:satisfiable
20,39,2,0.42052219453407574,20,31,12,:indeterminate
20,39,3,0.25295984419797374,20,27,9,:indeterminate
20,39,3,0.5662979810352725,20,29,21,:indeterminate
20,39,4,0.13115517311064098,20,30,4,:satisfiable
20,39,4,0.1926892807491831,20,34,11,:satisfiable
20,39,4,0.4581176885321245,20,32,21,:indeterminate
20,40,2,0.48052233100841185,20,31,16,:indeterminate
20,40,3,0.3446521686138387,20,31,10,:indeterminate
20,40,4,0.094967877705963,20,33,5,:satisfiable
20,41,2,0.06708492074899641,20,30,4,:indeterminate
20,41,2,0.19649467413646807,20,31,5,:satisfiable
20,41,2,0.25400472078598463,20,36,13,:indeterminate
20,41,2,0.533505862532819,20,34,18,:satisfiable
20,41,3,0.32575306803359766,20,32,11,:indeterminate
20,41,3,0.581052794854361,20,30,23,:indeterminate
20,41,4,0.20129649534397961,20,33,10,:indeterminate
20,41,4,0.40517213007369274,20,33,17,:indeterminate
20,41,4,0.4412976413329535,20,36,17,:indeterminate
20,42,3,0.523002431518322,20,32,18,:indeterminate
20,42,3,0.5746481927657566,20,32,17,:indeterminate
20,43,2,0.06417506169489424,20,35,3,:satisfiable
20,43,2,0.42727405955981396,20,37,22,:indeterminate
20,43,2,0.5764132883794528,20,33,17,:indeterminate
20,43,4,0.05430577940974812,20,32,3,:indeterminate
20,43,4,0.28851658715254763,20,36,10,:indeterminate
20,43,4,0.46285697575264284,20,36,21,:indeterminate
20,45,2,0.3845223543436855,20,34,16,:indeterminate
20,45,4,0.23856028099478102,20,41,13,:satisfiable
20,45,4,0.284375268289116,20,34,14,:indeterminate
20,45,4,0.45620361278568966,20,35,17,:satisfiable
20,46,3,0.06260239767666058,20,31,2,:satisfiable
20,46,3,0.16175596471664355,20,37,7,:satisfiable
20,46,3,0.340420675316256,20,38,18,:indeterminate
20,46,3,0.4669140190373266,20,41,27,:indeterminate
20,46,4,0.23741903381424997,20,38,18,:indeterminate
20,47,2,0.4302638683644842,20,37,18,:satisfiable
20,47,4,0.22886961235428663,20,33,4,:satisfiable
20,48,2,0.22096368489200235,20,36,8,:indeterminate
20,48,2,0.5030891640674922,20,36,17,:indeterminate
20,48,2,0.6115633926478844,20,42,32,:indeterminate
20,48,4,0.1799482515794196,20,37,12,:indeterminate
20,48,4,0.34884652379581266,20,39,23,:indeterminate
20,49,2,0.06941902940746347,20,34,5,:indeterminate
20,49,2,0.2618763506049997,20,40,16,:satisfiable
20,49,3,0.31422376245190164,20,36,15,:indeterminate
20,50,2,0.3003017520495055,20,37,10,:satisfiable
20,50,3,0.26775882679642043,20,36,8,:satisfiable
20,51,2,0.47699083217956506,20,40,22,:indeterminate
20,51,3,0.5554855482290534,20,40,26,:indeterminate
20,52,3,0.2599230629706499,20,37,14,:indeterminate
20,53,4,0.3579550729614737,20,35,22,:indeterminate
20,53,4,0.5216612295852987,20,38,20,:indeterminate
20,54,2,0.22028073410752447,20,35,13,:indeterminate
20,55,2,0.27637982495336477,20,39,18,:indeterminate
21,22,3,0.3588936015879658,21,21,8,:indeterminate
21,24,2,0.24940215825349651,21,22,6,:indeterminate
21,25,2,0.20194507843084097,21,22,8,:indeterminate
21,26,2,0.465229952833226,21,25,11,:indeterminate
21,26,4,0.5537756510485662,21,24,14,:indeterminate
21,29,3,0.09294389764386697,21,26,4,:indeterminate
21,29,3,0.3640486505641986,21,24,9,:indeterminate
21,29,3,0.3695824927317735,21,26,12,:indeterminate
21,29,4,0.1509793022613892,21,26,5,:indeterminate
21,30,2,0.3171387941687921,21,26,6,:indeterminate
21,30,3,0.2575715863309033,21,27,5,:indeterminate
21,30,3,0.31491919305123767,21,28,11,:indeterminate
21,30,4,0.04543057837362744,21,28,1,:satisfiable
21,30,4,0.10836857181627498,21,27,2,:indeterminate
21,30,4,0.5482931793192604,21,26,14,:indeterminate
21,31,3,0.37525244730117907,21,26,7,:indeterminate
21,31,3,0.468412990935624,21,25,9,:satisfiable
21,31,4,0.3532920966592456,21,26,9,:indeterminate
21,32,3,0.5793127312889007,21,28,14,:indeterminate
21,33,2,0.14602433921608501,21,30,3,:satisfiable
21,33,4,0.18913120966981864,21,29,2,:satisfiable
21,33,4,0.5435250421807064,21,28,18,:indeterminate
21,34,4,0.4209179099936859,21,30,17,:indeterminate
21,35,3,0.17076365849342914,21,26,5,:indeterminate
21,35,3,0.3817557098452207,21,32,15,:indeterminate
21,35,3,0.49616771745000693,21,30,15,:indeterminate
21,35,3,0.563194250236952,21,31,17,:indeterminate
21,36,4,0.4781044112475517,21,32,16,:indeterminate
21,37,4,0.3619007500360585,21,33,15,:indeterminate
21,38,2,0.3297919658255451,21,28,8,:indeterminate
21,38,3,0.6279962499016523,21,33,23,:indeterminate
21,39,2,0.27257470214918555,21,34,7,:indeterminate
21,39,2,0.38188021493440916,21,34,18,:indeterminate
21,39,4,0.20878010236754996,21,29,3,:satisfiable
21,39,4,0.5149279649031576,21,32,20,:indeterminate
21,40,2,0.40220853312510824,21,33,9,:indeterminate
21,40,3,0.2856112322169279,21,33,10,:satisfiable
21,40,3,0.45383908645173654,21,31,19,:indeterminate
21,41,2,0.5407682958855323,21,35,21,:indeterminate
21,41,3,0.3071059964031771,21,33,10,:indeterminate
21,41,3,0.3940123305295164,21,36,14,:indeterminate
21,41,4,0.26230315103620505,21,34,14,:indeterminate
21,43,2,0.12961073508819107,21,33,5,:satisfiable
21,44,2,0.3157567868787945,21,30,10,:indeterminate
21,44,3,0.2773097221883308,21,32,10,:indeterminate
21,44,3,0.4180549676806691,21,34,15,:indeterminate
21,45,4,0.3620914653387093,21,38,19,:indeterminate
21,45,4,0.38336064938767517,21,33,14,:satisfiable
21,46,2,0.35631059145280325,21,34,16,:satisfiable
21,46,3,0.23560078201228885,21,38,12,:indeterminate
21,47,2,0.5325332663347434,21,38,21,:indeterminate
21,47,2,0.5800817545942861,21,41,31,:indeterminate
21,47,4,0.42927156724888077,21,39,18,:indeterminate
21,48,2,0.33249146415323844,21,39,17,:indeterminate
21,48,3,0.4656389374774233,21,41,20,:indeterminate
21,48,3,0.49194524451492194,21,38,22,:indeterminate
21,49,3,0.4290429246238894,21,40,21,:indeterminate
21,49,4,0.1888136967533521,21,38,13,:indeterminate
21,50,3,0.3736674999109149,21,40,26,:indeterminate
21,50,4,0.5157412407307067,21,36,21,:indeterminate
21,51,4,0.3968949979212035,21,38,21,:indeterminate
21,52,2,0.16811843864989942,21,38,9,:indeterminate
21,52,2,0.29172681711865844,21,40,10,:satisfiable
21,52,2,0.5525242909501676,21,36,23,:indeterminate
21,52,4,0.3151488939781462,21,39,17,:indeterminate
21,54,2,0.35154392554603814,21,47,20,:satisfiable
21,54,4,0.3637791428923507,21,47,24,:indeterminate
21,55,2,0.10615566912613732,21,42,7,:satisfiable
21,55,4,0.21575675212397946,21,38,5,:satisfiable
21,55,4,0.264426584069349,21,35,6,:satisfiable
21,55,4,0.3342108760595955,21,37,13,:indeterminate
21,56,3,0.08628914163601094,21,37,8,:indeterminate
21,57,4,0.29031332983588803,21,48,20,:indeterminate
21,59,3,0.31273037049580393,21,41,13,:indeterminate
21,59,4,0.39903141153210675,21,41,19,:indeterminate
22,23,4,0.37168724348707216,22,22,6,:indeterminate
22,30,2,0.06458706509662593,22,27,0,:satisfiable
22,32,2,0.38908562591024304,22,27,9,:indeterminate
22,34,3,0.34929907642677066,22,29,14,:indeterminate
22,34,4,0.368174124272592,22,30,10,:satisfiable
22,36,4,0.21220681713891845,22,27,3,:indeterminate
22,36,4,0.32634110148406525,22,30,12,:indeterminate
22,37,2,0.5017991764882815,22,30,18,:indeterminate
22,37,3,0.09816913448028726,22,29,2,:satisfiable
22,37,3,0.3316756123348817,22,31,9,:satisfiable
22,38,2,0.4655039163158914,22,33,16,:indeterminate
22,38,3,0.5552673109651688,22,29,20,:indeterminate
22,39,3,0.30326612216087523,22,34,15,:indeterminate
22,39,4,0.3689223944442654,22,28,6,:indeterminate
22,40,4,0.21078130247677695,22,35,10,:indeterminate
22,41,3,0.43507451742157616,22,30,10,:indeterminate
22,41,4,0.21878223723457665,22,32,6,:satisfiable
22,43,2,0.22256604796588175,22,32,5,:satisfiable
22,43,2,0.41292294009363983,22,40,23,:indeterminate
22,43,3,0.15494715329439987,22,36,7,:indeterminate
22,43,4,0.4367809271358707,22,37,17,:indeterminate
22,43,4,0.46093542115630326,22,38,21,:indeterminate
22,44,2,0.46899309173608755,22,38,22,:indeterminate
22,44,3,0.38815579452836707,22,36,14,:indeterminate
22,44,4,0.31096451107661155,22,40,14,:indeterminate
22,45,4,0.3241107946733714,22,36,11,:indeterminate
22,45,4,0.4548435882056238,22,36,19,:indeterminate
22,45,4,0.6614739717806365,22,37,26,:indeterminate
22,46,4,0.5872404230602853,22,37,26,:indeterminate
22,47,2,0.12673364988466895,22,38,8,:indeterminate
22,47,3,0.09862055816007505,22,34,5,:indeterminate
22,47,3,0.3296228254810296,22,33,11,:indeterminate
22,47,4,0.3449834092200497,22,38,17,:indeterminate
22,47,4,0.5307919739572187,22,39,20,:indeterminate
22,50,2,0.3369925507233987,22,36,14,:indeterminate
22,50,2,0.38030560896434307,22,42,18,:satisfiable
22,50,3,0.5524925073878718,22,40,23,:indeterminate
22,50,4,0.18697990128404748,22,39,11,:satisfiable
22,51,4,0.2741264738948988,22,36,20,:indeterminate
22,51,4,0.2760299526745821,22,43,12,:satisfiable
22,54,2,0.3687711393932637,22,44,10,:satisfiable
22,55,3,0.2865156677422637,22,38,11,:indeterminate
22,55,3,0.41556410237523433,22,42,21,:indeterminate
22,56,2,0.32048031162136015,22,44,22,:satisfiable
22,56,4,0.5289239793864783,22,42,24,:indeterminate
22,57,2,0.2880778941459046,22,43,12,:indeterminate
22,57,4,0.49236029073751575,22,37,12,:indeterminate
22,58,2,0.12094718893011673,22,48,5,:satisfiable
23,24,3,0.37315687947252235,23,23,8,:indeterminate
23,26,3,0.15594283335774328,23,25,4,:satisfiable
23,28,3,0.07638586983898639,23,24,2,:indeterminate
23,28,3,0.12427671182107247,23,26,4,:indeterminate
23,28,4,0.3374665376941928,23,25,7,:indeterminate
23,30,2,0.32423503780659296,23,28,16,:indeterminate
23,30,3,0.22727241678974208,23,29,10,:indeterminate
23,31,2,0.40966582550137237,23,28,13,:indeterminate
23,34,3,0.2913744385413022,23,27,5,:indeterminate
23,36,4,0.48432873232593304,23,31,19,:indeterminate
23,37,2,0.33655152210397343,23,34,12,:indeterminate
23,37,4,0.2797070146290327,23,31,10,:indeterminate
23,38,3,0.36518719994926235,23,32,9,:indeterminate
23,39,4,0.5596721873812595,23,32,16,:indeterminate
23,40,2,0.21309961896688404,23,33,6,:indeterminate
23,40,2,0.41526905380636164,23,35,22,:indeterminate
23,40,3,0.32099425143778165,23,34,12,:satisfiable
23,40,4,0.404028740627332,23,32,14,:indeterminate
23,41,2,0.17330650055501298,23,32,7,:indeterminate
23,41,3,0.407477859345098,23,36,18,:indeterminate
23,42,2,0.12995523915202803,23,33,4,:satisfiable
23,42,2,0.3191920995843453,23,30,14,:indeterminate
23,42,2,0.33932656486564444,23,34,6,:indeterminate
23,42,4,0.2384027678631617,23,34,11,:indeterminate
23,42,4,0.4448137220038695,23,36,15,:indeterminate
23,44,2,0.1675141182125824,23,31,5,:indeterminate
23,44,2,0.26308539591165064,23,33,8,:indeterminate
23,44,2,0.32555915787000117,23,35,14,:indeterminate
23,44,2,0.4241476982183139,23,36,15,:indeterminate
23,44,3,0.2504176736985622,23,38,12,:indeterminate
23,44,4,0.28793064814309394,23,38,10,:indeterminate
23,45,3,0.19110938415353648,23,34,9,:indeterminate
23,45,3,0.25815267205382064,23,39,18,:indeterminate
23,46,2,0.2592027001375321,23,35,9,:indeterminate
23,46,3,0.288660789402403,23,38,20,:indeterminate
23,47,2,0.24848187013341141,23,41,12,:indeterminate
23,47,3,0.43216121383092726,23,40,19,:indeterminate
23,47,3,0.5249276885758504,23,42,20,:indeterminate
23,48,3,0.20965072841522092,23,40,13,:indeterminate
23,49,2,0.4276740652770681,23,41,17,:indeterminate
23,49,4,0.504757111227824,23,42,27,:indeterminate
23,50,4,0.2187625445322523,23,36,5,:satisfiable
23,50,4,0.5092068725871717,23,41,27,:indeterminate
23,51,2,0.0897401445414352,23,32,2,:satisfiable
23,51,2,0.1827080120827588,23,40,11,:satisfiable
23,51,2,0.33859959028352477,23,37,12,:indeterminate
23,51,2,0.3766527454752618,23,39,24,:indeterminate
23,51,3,0.4733677467370243,23,38,19,:indeterminate
23,51,4,0.37302058497008983,23,37,8,:indeterminate
23,52,2,0.42423166098476145,23,45,28,:indeterminate
23,53,4,0.1884364651553074,23,45,8,:satisfiable
23,53,4,0.23494176917330323,23,38,8,:indeterminate
23,54,2,0.3343692304639914,23,42,15,:indeterminate
23,54,4,0.23364230871333969,23,35,8,:indeterminate
23,55,4,0.4437696074484813,23,38,22,:indeterminate
23,55,4,0.46085918477119786,23,42,24,:indeterminate
23,56,3,0.3398316953730654,23,44,20,:indeterminate
23,56,3,0.3437713248694895,23,42,17,:indeterminate
23,56,4,0.43639597136811736,23,40,14,:indeterminate
23,57,3,0.3848669684812844,23,45,28,:indeterminate
23,58,2,0.15679046767330432,23,35,5,:satisfiable
23,58,2,0.3292862359975492,23,41,20,:indeterminate
23,59,2,0.08654283513125571,23,44,4,:satisfiable
23,60,2,0.14513476644536194,23,47,12,:satisfiable
24,24,3,0.4525967775826694,24,23,10,:indeterminate
24,28,3,0.5535624690098692,24,26,18,:indeterminate
24,29,4,0.3517826707539357,24,28,10,:satisfiable
24,31,2,0.39864780389962706,24,27,14,:indeterminate
24,31,4,0.28962347558283996,24,28,7,:indeterminate
24,33,3,0.18804411672632318,24,32,6,:satisfiable
24,35,2,0.06734580489801927,24,30,1,:satisfiable
24,35,4,0.22243293458756064,24,29,7,:indeterminate
24,36,3,0.4009120135425497,24,34,13,:indeterminate
24,40,4,0.11535368325257696,24,31,4,:indeterminate
24,41,4,0.5383678575371641,24,31,14,:indeterminate
24,42,2,0.1448718356975397,24,34,8,:indeterminate
24,42,3,0.38992266357713934,24,35,15,:indeterminate
24,42,4,0.5796657816338625,24,34,19,:indeterminate
24,44,2,0.26546474679639764,24,40,14,:indeterminate
24,45,2,0.24944931737959797,24,42,12,:indeterminate
24,45,2,0.4531560247966186,24,40,16,:indeterminate
24,45,3,0.40857671088461495,24,34,10,:indeterminate
24,45,3,0.5499164359349019,24,37,20,:indeterminate
24,46,2,0.5293405857711765,24,42,26,:indeterminate
24,46,2,0.6360300091174856,24,37,22,:indeterminate
24,46,3,0.09513500594025275,24,32,4,:indeterminate
24,46,3,0.46688718531648266,24,39,18,:indeterminate
24,46,3,0.5623138311391388,24,39,22,:indeterminate
24,46,4,0.3771488887678324,24,37,19,:indeterminate
24,46,4,0.5416514359957433,24,41,26,:indeterminate
24,47,2,0.1976355773557357,24,37,8,:indeterminate
24,48,4,0.3869218255618288,24,41,13,:indeterminate
24,49,2,0.07216319131512139,24,42,4,:indeterminate
24,49,4,0.26244882256197877,24,42,13,:indeterminate
24,49,4,0.4496983864435671,24,42,22,:indeterminate
24,50,2,0.31324702475766336,24,39,17,:indeterminate
24,50,2,0.5599747534365408,24,43,25,:indeterminate
24,50,3,0.3227801357015369,24,38,17,:satisfiable
24,51,2,0.3959167274012055,24,42,15,:satisfiable
24,51,4,0.1918432089125797,24,40,8,:satisfiable
24,52,2,0.5706658008245857,24,42,27,:indeterminate
24,53,4,0.3669862510563817,24,40,16,:indeterminate
24,55,2,0.3564105504822102,24,43,24,:indeterminate
24,55,2,0.49983710908654794,24,47,21,:indeterminate
24,55,4,0.31847231739019327,24,43,20,:indeterminate
24,56,2,0.258629835263757,24,44,13,:satisfiable
24,57,2,0.2345079355666324,24,47,11,:satisfiable
24,57,2,0.4224059575298062,24,44,18,:indeterminate
24,57,4,0.24402365015508756,24,43,12,:indeterminate
24,58,3,0.34137256091368,24,47,20,:indeterminate
24,59,4,0.21068773410565153,24,40,3,:satisfiable
24,61,2,0.05607508104063493,24,47,9,:satisfiable
24,61,2,0.3907418406200054,24,52,20,:indeterminate
24,63,2,0.22699992953565337,24,50,16,:indeterminate
24,63,4,0.4314886903491238,24,46,29,:indeterminate
24,65,3,0.3757986090174514,24,46,15,:indeterminate
24,66,2,0.2994633778971565,24,51,13,:indeterminate
24,66,3,0.2262416238015784,24,46,11,:satisfiable
24,67,2,0.3075583026388034,24,47,20,:indeterminate
24,67,3,0.5302696598969655,24,48,27,:satisfiable
25,32,4,0.1751853045723257,25,29,4,:indeterminate
25,35,4,0.04807247869551164,25,30,5,:indeterminate
25,36,4,0.3257161392883545,25,32,10,:indeterminate
25,37,2,0.3717405542913619,25,31,12,:indeterminate
25,37,4,0.2803029468553228,25,31,13,:indeterminate
25,40,3,0.13306211483651434,25,36,7,:indeterminate
25,40,3,0.5827149893862796,25,36,21,:indeterminate
25,41,2,0.31784541749039724,25,32,10,:indeterminate
25,41,3,0.5710673469387786,25,34,19,:indeterminate
25,42,2,0.22285589801884917,25,35,9,:satisfiable
25,42,4,0.19022694784400132,25,33,11,:indeterminate
25,44,2,0.35290333360655085,25,39,13,:indeterminate
25,44,3,0.5920681905683706,25,35,20,:indeterminate
